"Id","ExpectedTask","ExpectedModel","ActualTask","ActualModel","Confidence","FallbackUsed","SemanticAccepted","Passed","LatencyMs","Question","Reason","Error","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"130","GENERAL","general","GENERAL","general","0.81","False","True","True","1316","解释习惯形成过程中环境所起的作用。","Semantic router selected GENERAL with score 0.76, margin 0.16 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"131","GENERAL","general","GENERAL","general","0.69","False","True","True","790","什么是第一性原理思考？","Semantic router selected GENERAL with score 0.51, margin 0.06 and confidence 0.69; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"132","GENERAL","general","GENERAL","general","0.75","False","True","True","1068","为什么快速得到答案不一定等于高效学习？","Semantic router selected GENERAL with score 0.63, margin 0.09 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"133","GENERAL","general","GENERAL","general","0.72","False","True","True","1019","请分析共享经济可能带来的便利和问题。","Semantic router selected GENERAL with score 0.58, margin 0.06 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"134","GENERAL","general","GENERAL","general","0.69","False","True","True","1525","怎样礼貌地拒绝一个不合理请求？","Semantic router selected GENERAL with score 0.52, margin 0.02 and confidence 0.69; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"135","GENERAL","general","GENERAL","general","0.73","False","True","True","1042","为什么组织规模变大后沟通成本会上升？","Semantic router selected GENERAL with score 0.6, margin 0.06 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"136","GENERAL","general","GENERAL","general","0.71","False","True","True","946","用一个例子说明相关性不代表因果关系。","Semantic router selected GENERAL with score 0.57, margin 0.02 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"137","GENERAL","general","CODING","coding","0.69","False","True","False","904","如何看待失败经历对个人成长的作用？","Semantic router selected CODING with score 0.54, margin 0.02 and confidence 0.69; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"138","GENERAL","general","GENERAL","general","0.79","False","True","True","1126","为什么不同文化中的礼仪会有所差异？","Semantic router selected GENERAL with score 0.67, margin 0.19 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"139","GENERAL","general","GENERAL","general","0.73","False","True","True","1179","请介绍图书馆除了借书之外的社会功能。","Semantic router selected GENERAL with score 0.58, margin 0.08 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"140","GENERAL","general","DAILY","general","0.74","False","True","False","886","怎样判断一个目标是否过于模糊？","Semantic router selected DAILY with score 0.61, margin 0.08 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"141","GENERAL","general","GENERAL","general","0.74","False","True","True","1059","Why do people remember emotional events more clearly?","Semantic router selected GENERAL with score 0.61, margin 0.1 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"142","GENERAL","general","GENERAL","general","0.7","False","True","True","994","Explain the difference between knowledge and wisdom.","Semantic router selected GENERAL with score 0.54, margin 0.03 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"143","GENERAL","general","GENERAL","general","0.72","False","True","True","1077","What makes an explanation easy to understand?","Semantic router selected GENERAL with score 0.63, margin 0.01 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"144","GENERAL","general","GENERAL","general","0.7","False","True","True","1397","用中文概括 digital literacy 的含义。","Semantic router selected GENERAL with score 0.55, margin 0.04 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"145","GENERAL","general","GENERAL","general","0.77","False","True","True","922","请解释为什么 confirmation bias 会影响判断。","Semantic router selected GENERAL with score 0.67, margin 0.14 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"146","GENERAL","general","GENERAL","general","0.71","False","True","True","1528","AI generated content 对信息可信度有什么影响？","Semantic router selected GENERAL with score 0.57, margin 0.04 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"147","GENERAL","general","GENERAL","general","0.7","False","True","True","835","“效率”和“效果”有什么区别？","Semantic router selected GENERAL with score 0.54, margin 0.02 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"148","GENERAL","general","GENERAL","general","0.73","False","True","True","1006","如果一个观点很流行，是否意味着它一定正确？","Semantic router selected GENERAL with score 0.6, margin 0.08 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"149","GENERAL","general","GENERAL","general","0.72","False","True","True","1337","为什么有时少量选择比大量选择更容易让人满意？","Semantic router selected GENERAL with score 0.62, margin 0.01 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"150","GENERAL","general","GENERAL","general","0.68","False","True","True","1096","只回复一句话：什么叫长期主义？","Semantic router selected GENERAL with score 0.49, margin 0.04 and confidence 0.68; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"151","DAILY","general","DAILY","general","0.82","False","True","True","1109","我后天要做课堂展示，今天和明天分别该准备什么？","Semantic router selected DAILY with score 0.75, margin 0.2 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"152","DAILY","general","DAILY","general","0.84","False","True","True","1103","请帮我安排一个兼顾吃饭、午休和复习的中午。","Semantic router selected DAILY with score 0.79, margin 0.2 and confidence 0.84; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"153","DAILY","general","DAILY","general","0.76","False","True","True","996","房间很乱但不知道从哪里开始收拾，给我一个顺序。","Semantic router selected DAILY with score 0.68, margin 0.07 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"154","DAILY","general","DAILY","general","0.8","False","True","True","1073","我想把每周零散支出记录下来，怎样坚持最省事？","Semantic router selected DAILY with score 0.71, margin 0.17 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"155","DAILY","general","DAILY","general","0.82","False","True","True","1060","明天早上八点出门，今晚应该提前准备哪些东西？","Semantic router selected DAILY with score 0.74, margin 0.2 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"156","DAILY","general","DAILY","general","0.78","False","True","True","1273","我有四项都很紧急的事情，应该怎样决定先后？","Semantic router selected DAILY with score 0.72, margin 0.08 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"157","DAILY","general","DAILY","general","0.8","False","True","True","1101","设计一个考试结束后的放松半日安排。","Semantic router selected DAILY with score 0.71, margin 0.16 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"158","DAILY","general","DAILY","general","0.74","False","True","True","1090","如何在一个月内逐步减少熬夜次数？","Semantic router selected DAILY with score 0.61, margin 0.1 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"159","DAILY","general","DAILY","general","0.76","False","True","True","1044","请把准备一次社团活动拆成可执行步骤。","Semantic router selected DAILY with score 0.67, margin 0.08 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"160","DAILY","general","DAILY","general","0.77","False","True","True","1032","我想每天背二十个单词，怎样安排复习旧词？","Semantic router selected DAILY with score 0.66, margin 0.14 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"161","DAILY","general","DAILY","general","0.79","False","True","True","1254","下午容易犯困，怎样调整当天任务顺序？","Semantic router selected DAILY with score 0.76, margin 0.1 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"162","DAILY","general","DAILY","general","0.82","False","True","True","1025","帮我列一份搬宿舍之前的准备清单。","Semantic router selected DAILY with score 0.78, margin 0.16 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"163","DAILY","general","DAILY","general","0.8","False","True","True","1012","周一到周五都很忙，家务可以怎样分散完成？","Semantic router selected DAILY with score 0.71, margin 0.18 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"164","DAILY","general","DAILY","general","0.83","False","True","True","1169","我需要在今晚完成报告和演示文稿，如何切分时间？","Semantic router selected DAILY with score 0.77, margin 0.19 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"165","DAILY","general","DAILY","general","0.84","False","True","True","1162","怎样安排一天才能同时留出独处和社交时间？","Semantic router selected DAILY with score 0.78, margin 0.23 and confidence 0.84; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"166","DAILY","general","DAILY","general","0.79","False","True","True","976","请设计一个十五分钟的睡前整理流程。","Semantic router selected DAILY with score 0.71, margin 0.14 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"167","DAILY","general","DAILY","general","0.73","False","True","True","1083","我想开始记账，但不希望流程太复杂。","Semantic router selected DAILY with score 0.63, margin 0.01 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"168","DAILY","general","DAILY","general","0.84","False","True","True","807","明天有长途乘车，今天需要检查什么？","Semantic router selected DAILY with score 0.77, margin 0.23 and confidence 0.84; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"169","DAILY","general","DAILY","general","0.79","False","True","True","1049","如何为一周的食材采购做准备？","Semantic router selected DAILY with score 0.69, margin 0.16 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"170","DAILY","general","DAILY","general","0.8","False","True","True","945","帮我安排一次两小时的集中复习，中间要有休息。","Semantic router selected DAILY with score 0.76, margin 0.13 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"171","DAILY","general","DAILY","general","0.79","False","True","True","1032","最近事情太多总是遗漏，怎样建立简单的收集系统？","Semantic router selected DAILY with score 0.73, margin 0.11 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"172","DAILY","general","DAILY","general","0.81","False","True","True","969","我想每周给家人打一次电话，如何设置固定习惯？","Semantic router selected DAILY with score 0.72, margin 0.18 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"173","DAILY","general","DAILY","general","0.82","False","True","True","931","请安排一个不会太累的周日上午。","Semantic router selected DAILY with score 0.77, margin 0.16 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"174","DAILY","general","LITERARY","literary","0.72","False","True","False","1024","三天后需要交论文，现在只有标题，接下来怎么推进？","Semantic router selected LITERARY with score 0.63, margin 0.0 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"175","DAILY","general","DAILY","general","0.76","False","True","True","864","如果今天只完成三件事，应该如何筛选？","Semantic router selected DAILY with score 0.68, margin 0.07 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"176","DAILY","general","DAILY","general","0.8","False","True","True","1106","帮我规划从宿舍出发参加九点面试的时间线。","Semantic router selected DAILY with score 0.74, margin 0.14 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"177","DAILY","general","DAILY","general","0.78","False","True","True","1098","怎样把每天玩游戏的时间逐渐控制在一小时内？","Semantic router selected DAILY with score 0.68, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"178","DAILY","general","DAILY","general","0.79","False","True","True","1065","我想学习做饭，请安排前四周的入门节奏。","Semantic router selected DAILY with score 0.7, margin 0.14 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"179","DAILY","general","DAILY","general","0.75","False","True","True","1447","请把“整理电脑文件”拆成几个小步骤。","Semantic router selected DAILY with score 0.67, margin 0.06 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"180","DAILY","general","DAILY","general","0.78","False","True","True","1419","明天要降温并下雨，出门前应准备什么？","Semantic router selected DAILY with score 0.68, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"181","DAILY","general","DAILY","general","0.8","False","True","True","975","我早上经常来不及吃早餐，如何调整前一晚流程？","Semantic router selected DAILY with score 0.73, margin 0.15 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"182","DAILY","general","DAILY","general","0.78","False","True","True","881","帮我设计一份月末个人复盘清单。","Semantic router selected DAILY with score 0.72, margin 0.08 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"183","DAILY","general","DAILY","general","0.74","False","True","True","1019","一周读完一本三百页的书，每天大约读多少合适？","Semantic router selected DAILY with score 0.62, margin 0.09 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"184","DAILY","general","DAILY","general","0.82","False","True","True","1026","如何安排健身日和休息日，避免连续过度运动？","Semantic router selected DAILY with score 0.74, margin 0.2 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"185","DAILY","general","DAILY","general","0.78","False","True","True","1217","我有半小时空闲但状态不好，可以做什么低负担任务？","Semantic router selected DAILY with score 0.7, margin 0.13 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"186","DAILY","general","DAILY","general","0.8","False","True","True","1201","请给我一个旅行回来后整理行李的顺序。","Semantic router selected DAILY with score 0.71, margin 0.15 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"187","DAILY","general","DAILY","general","0.79","False","True","True","1049","要同时准备笔试和面试，该如何分配未来七天？","Semantic router selected DAILY with score 0.7, margin 0.16 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"188","DAILY","general","DAILY","general","0.72","False","True","True","1205","我想在晚上减少咖啡摄入，有什么替代方案？","Semantic router selected DAILY with score 0.59, margin 0.03 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"189","DAILY","general","DAILY","general","0.77","False","True","True","1394","帮我安排一次朋友聚会前的准备工作。","Semantic router selected DAILY with score 0.71, margin 0.05 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"190","DAILY","general","DAILY","general","0.78","False","True","True","1407","怎样用日历管理有固定截止日期的事项？","Semantic router selected DAILY with score 0.73, margin 0.09 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"191","DAILY","general","DAILY","general","0.79","False","True","True","1261","Plan a balanced Saturday with study, exercise, and rest.","Semantic router selected DAILY with score 0.7, margin 0.14 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"192","DAILY","general","DAILY","general","0.83","False","True","True","1387","Give me a short morning routine before an 8 a.m. class.","Semantic router selected DAILY with score 0.78, margin 0.2 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"193","DAILY","general","DAILY","general","0.79","False","True","True","1393","I have three assignments due this week. How should I schedule them?","Semantic router selected DAILY with score 0.73, margin 0.11 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"194","DAILY","general","DAILY","general","0.81","False","True","True","1188","帮我制定一个 weekend reset routine。","Semantic router selected DAILY with score 0.76, margin 0.14 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"195","DAILY","general","DAILY","general","0.8","False","True","True","1205","明天 presentation，今晚如何安排 rehearsal？","Semantic router selected DAILY with score 0.73, margin 0.15 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"196","DAILY","general","DAILY","general","0.77","False","True","True","1174","用一句话告诉我今晚先洗衣服还是先复习。","Semantic router selected DAILY with score 0.69, margin 0.1 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"197","DAILY","general","DAILY","general","0.76","False","True","True","964","我只有二十分钟，帮我快速排一下现在要做的三件事。","Semantic router selected DAILY with score 0.7, margin 0.05 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"198","DAILY","general","DAILY","general","0.85","False","True","True","987","今天太累了，把原来的安排调整得宽松一些。","Semantic router selected DAILY with score 0.84, margin 0.19 and confidence 0.85; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"199","DAILY","general","DAILY","general","0.82","False","True","True","1266","别讲道理，直接给我一个明早起床后的行动顺序。","Semantic router selected DAILY with score 0.76, margin 0.16 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"200","DAILY","general","DAILY","general","0.77","False","True","True","1098","把吃饭、打印材料、去教室这几件事排一下。","Semantic router selected DAILY with score 0.69, margin 0.08 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"201","LITERARY","literary","LITERARY","literary","0.73","False","True","True","1384","写一段清晨雾气笼罩河面的场景。","Semantic router selected LITERARY with score 0.6, margin 0.07 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"202","LITERARY","literary","LITERARY","literary","0.74","False","True","True","1405","让一句普通的道歉显得真诚但不过分煽情。","Semantic router selected LITERARY with score 0.65, margin 0.05 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"203","LITERARY","literary","LITERARY","literary","0.81","False","True","True","1020","为成长主题的短篇故事设计一个象征物。","Semantic router selected LITERARY with score 0.72, margin 0.18 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"204","LITERARY","literary","LITERARY","literary","0.83","False","True","True","1121","用旁观者视角描写一场久别重逢。","Semantic router selected LITERARY with score 0.77, margin 0.22 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"205","LITERARY","literary","LITERARY","literary","0.79","False","True","True","946","如何通过环境细节表现人物的不安？","Semantic router selected LITERARY with score 0.72, margin 0.14 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
"206","LITERARY","literary","LITERARY","literary","0.77","False","True","True","1382","请给“月光照进窗户”提供三种不同情绪的写法。","Semantic router selected LITERARY with score 0.63, margin 0.15 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","55280e68-fc61-41b2-8951-8ae587b0d2d2","False","e06e2537-14f8-46b3-b3b9-5316249718b7"
"207","LITERARY","literary","LITERARY","literary","0.76","False","True","True","1142","为一个寻找失踪记忆的人物写简介。","Semantic router selected LITERARY with score 0.63, margin 0.13 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","f5757111-1912-4f87-93c1-6cfab465dba4","False","9978188f-aa9e-4434-923c-1a123d40bebd"
"208","LITERARY","literary","LITERARY","literary","0.73","False","True","True","909","让这句对白更符合一个骄傲但善良的人物。","Semantic router selected LITERARY with score 0.6, margin 0.06 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","1b79d5ed-da4e-4f3b-8d7f-db2a3fd949e1","False","21cf827d-5937-4e70-8d65-2e88aef681c7"
"209","LITERARY","literary","LITERARY","literary","0.8","False","True","True","1069","写一段不直接描写寒冷却让读者感到寒冷的文字。","Semantic router selected LITERARY with score 0.71, margin 0.18 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","a76fb96c-0d89-43b2-abe6-a79fc81845e1","False","f1aa28be-5c61-4e05-a72e-f81f59511f57"
"210","LITERARY","literary","LITERARY","literary","0.74","False","True","True","1064","为毕业纪念册写一句克制而温暖的寄语。","Semantic router selected LITERARY with score 0.62, margin 0.08 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","f4c206cb-217d-4296-9c27-545ed0088e67","False","3c14ba00-dab7-4402-ae7c-6d8e1093a8ca"
"211","LITERARY","literary","LITERARY","literary","0.74","False","True","True","1379","怎样用动作而不是心理独白表现犹豫？","Semantic router selected LITERARY with score 0.63, margin 0.07 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","cee2be69-9abd-4582-881a-d3f92f321e10","False","77b31730-5c47-4a6b-8c2e-a0ca6cc30423"
