"Id","ExpectedTask","ExpectedModel","ActualTask","ActualModel","Confidence","FallbackUsed","SemanticAccepted","Passed","LatencyMs","Question","Reason","Error","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"128","GENERAL","general","GENERAL","general","0.75","False","True","True","719","请说明个人隐私在互联网时代为什么重要。","Semantic router selected GENERAL with score 0.61, margin 0.12 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"129","GENERAL","general","GENERAL","general","0.73","False","True","True","648","为什么旅行有时能改变一个人的看法？","Semantic router selected GENERAL with score 0.61, margin 0.04 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"130","GENERAL","general","GENERAL","general","0.81","False","True","True","735","解释习惯形成过程中环境所起的作用。","Semantic router selected GENERAL with score 0.76, margin 0.16 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"131","GENERAL","general","GENERAL","general","0.69","False","True","True","706","什么是第一性原理思考？","Semantic router selected GENERAL with score 0.51, margin 0.06 and confidence 0.69; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"132","GENERAL","general","GENERAL","general","0.77","False","True","True","893","为什么快速得到答案不一定等于高效学习？","Semantic router selected GENERAL with score 0.67, margin 0.13 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"133","GENERAL","general","GENERAL","general","0.72","False","True","True","751","请分析共享经济可能带来的便利和问题。","Semantic router selected GENERAL with score 0.58, margin 0.06 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"134","GENERAL","general","GENERAL","general","0.71","False","True","True","586","怎样礼貌地拒绝一个不合理请求？","Semantic router selected GENERAL with score 0.61, margin 0.01 and confidence 0.71; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"135","GENERAL","general","GENERAL","general","0.73","False","True","True","650","为什么组织规模变大后沟通成本会上升？","Semantic router selected GENERAL with score 0.61, margin 0.07 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"136","GENERAL","general","GENERAL","general","0.71","False","True","True","628","用一个例子说明相关性不代表因果关系。","Semantic router selected GENERAL with score 0.57, margin 0.02 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"137","GENERAL","general","GENERAL","general","0.7","False","True","True","873","如何看待失败经历对个人成长的作用？","Semantic router selected GENERAL with score 0.56, margin 0.02 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"138","GENERAL","general","GENERAL","general","0.79","False","True","True","652","为什么不同文化中的礼仪会有所差异？","Semantic router selected GENERAL with score 0.67, margin 0.19 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"139","GENERAL","general","GENERAL","general","0.73","False","True","True","621","请介绍图书馆除了借书之外的社会功能。","Semantic router selected GENERAL with score 0.58, margin 0.08 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"140","GENERAL","general","DAILY","general","0.72","False","True","False","706","怎样判断一个目标是否过于模糊？","Semantic router selected DAILY with score 0.61, margin 0.03 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"141","GENERAL","general","GENERAL","general","0.73","False","True","True","622","Why do people remember emotional events more clearly?","Semantic router selected GENERAL with score 0.61, margin 0.06 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"142","GENERAL","general","GENERAL","general","0.73","False","True","True","610","Explain the difference between knowledge and wisdom.","Semantic router selected GENERAL with score 0.59, margin 0.07 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"143","GENERAL","general","GENERAL","general","0.73","False","True","True","655","What makes an explanation easy to understand?","Semantic router selected GENERAL with score 0.64, margin 0.02 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"144","GENERAL","general","GENERAL","general","0.7","False","True","True","860","用中文概括 digital literacy 的含义。","Semantic router selected GENERAL with score 0.55, margin 0.04 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"145","GENERAL","general","GENERAL","general","0.78","False","True","True","707","请解释为什么 confirmation bias 会影响判断。","Semantic router selected GENERAL with score 0.68, margin 0.15 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"146","GENERAL","general","GENERAL","general","0.71","False","True","True","691","AI generated content 对信息可信度有什么影响？","Semantic router selected GENERAL with score 0.57, margin 0.04 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"147","GENERAL","general","GENERAL","general","0.71","False","True","True","647","“效率”和“效果”有什么区别？","Semantic router selected GENERAL with score 0.56, margin 0.03 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"148","GENERAL","general","GENERAL","general","0.73","False","True","True","950","如果一个观点很流行，是否意味着它一定正确？","Semantic router selected GENERAL with score 0.6, margin 0.08 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"149","GENERAL","general","GENERAL","general","0.76","False","True","True","685","为什么有时少量选择比大量选择更容易让人满意？","Semantic router selected GENERAL with score 0.68, margin 0.07 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"150","GENERAL","general","GENERAL","general","0.75","False","True","True","697","只回复一句话：什么叫长期主义？","Semantic router selected GENERAL with score 0.62, margin 0.11 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"151","DAILY","general","DAILY","general","0.82","False","True","True","755","我后天要做课堂展示，今天和明天分别该准备什么？","Semantic router selected DAILY with score 0.75, margin 0.2 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"152","DAILY","general","DAILY","general","0.84","False","True","True","802","请帮我安排一个兼顾吃饭、午休和复习的中午。","Semantic router selected DAILY with score 0.79, margin 0.2 and confidence 0.84; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"153","DAILY","general","DAILY","general","0.76","False","True","True","725","房间很乱但不知道从哪里开始收拾，给我一个顺序。","Semantic router selected DAILY with score 0.68, margin 0.07 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"154","DAILY","general","DAILY","general","0.79","False","True","True","722","我想把每周零散支出记录下来，怎样坚持最省事？","Semantic router selected DAILY with score 0.71, margin 0.13 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"155","DAILY","general","DAILY","general","0.82","False","True","True","742","明天早上八点出门，今晚应该提前准备哪些东西？","Semantic router selected DAILY with score 0.74, margin 0.2 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"156","DAILY","general","DAILY","general","0.78","False","True","True","841","我有四项都很紧急的事情，应该怎样决定先后？","Semantic router selected DAILY with score 0.72, margin 0.08 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"157","DAILY","general","DAILY","general","0.8","False","True","True","922","设计一个考试结束后的放松半日安排。","Semantic router selected DAILY with score 0.71, margin 0.16 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"158","DAILY","general","DAILY","general","0.74","False","True","True","953","如何在一个月内逐步减少熬夜次数？","Semantic router selected DAILY with score 0.61, margin 0.1 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"159","DAILY","general","DAILY","general","0.8","False","True","True","809","请把准备一次社团活动拆成可执行步骤。","Semantic router selected DAILY with score 0.74, margin 0.15 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"160","DAILY","general","DAILY","general","0.75","False","True","True","746","我想每天背二十个单词，怎样安排复习旧词？","Semantic router selected DAILY with score 0.66, margin 0.08 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"161","DAILY","general","DAILY","general","0.79","False","True","True","736","下午容易犯困，怎样调整当天任务顺序？","Semantic router selected DAILY with score 0.76, margin 0.1 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"162","DAILY","general","DAILY","general","0.82","False","True","True","919","帮我列一份搬宿舍之前的准备清单。","Semantic router selected DAILY with score 0.78, margin 0.16 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"163","DAILY","general","DAILY","general","0.78","False","True","True","789","周一到周五都很忙，家务可以怎样分散完成？","Semantic router selected DAILY with score 0.71, margin 0.12 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"164","DAILY","general","DAILY","general","0.81","False","True","True","802","我需要在今晚完成报告和演示文稿，如何切分时间？","Semantic router selected DAILY with score 0.77, margin 0.14 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"165","DAILY","general","DAILY","general","0.83","False","True","True","724","怎样安排一天才能同时留出独处和社交时间？","Semantic router selected DAILY with score 0.78, margin 0.19 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"166","DAILY","general","DAILY","general","0.78","False","True","True","832","请设计一个十五分钟的睡前整理流程。","Semantic router selected DAILY with score 0.71, margin 0.12 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"167","DAILY","general","DAILY","general","0.73","False","True","True","759","我想开始记账，但不希望流程太复杂。","Semantic router selected DAILY with score 0.63, margin 0.01 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"168","DAILY","general","DAILY","general","0.84","False","True","True","712","明天有长途乘车，今天需要检查什么？","Semantic router selected DAILY with score 0.77, margin 0.23 and confidence 0.84; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"169","DAILY","general","DAILY","general","0.77","False","True","True","794","如何为一周的食材采购做准备？","Semantic router selected DAILY with score 0.69, margin 0.09 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"170","DAILY","general","DAILY","general","0.8","False","True","True","844","帮我安排一次两小时的集中复习，中间要有休息。","Semantic router selected DAILY with score 0.76, margin 0.13 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"171","DAILY","general","DAILY","general","0.79","False","True","True","787","最近事情太多总是遗漏，怎样建立简单的收集系统？","Semantic router selected DAILY with score 0.73, margin 0.11 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"172","DAILY","general","DAILY","general","0.81","False","True","True","703","我想每周给家人打一次电话，如何设置固定习惯？","Semantic router selected DAILY with score 0.72, margin 0.18 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"173","DAILY","general","DAILY","general","0.82","False","True","True","750","请安排一个不会太累的周日上午。","Semantic router selected DAILY with score 0.77, margin 0.16 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"174","DAILY","general","LITERARY","literary","0.72","False","True","False","751","三天后需要交论文，现在只有标题，接下来怎么推进？","Semantic router selected LITERARY with score 0.63, margin 0.0 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"175","DAILY","general","DAILY","general","0.76","False","True","True","772","如果今天只完成三件事，应该如何筛选？","Semantic router selected DAILY with score 0.68, margin 0.07 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"176","DAILY","general","DAILY","general","0.8","False","True","True","728","帮我规划从宿舍出发参加九点面试的时间线。","Semantic router selected DAILY with score 0.74, margin 0.14 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"177","DAILY","general","DAILY","general","0.78","False","True","True","773","怎样把每天玩游戏的时间逐渐控制在一小时内？","Semantic router selected DAILY with score 0.68, margin 0.13 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"178","DAILY","general","DAILY","general","0.79","False","True","True","806","我想学习做饭，请安排前四周的入门节奏。","Semantic router selected DAILY with score 0.74, margin 0.12 and confidence 0.79; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"179","DAILY","general","DAILY","general","0.75","False","True","True","974","请把“整理电脑文件”拆成几个小步骤。","Semantic router selected DAILY with score 0.67, margin 0.06 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"180","DAILY","general","DAILY","general","0.78","False","True","True","698","明天要降温并下雨，出门前应准备什么？","Semantic router selected DAILY with score 0.68, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"181","DAILY","general","DAILY","general","0.79","False","True","True","676","我早上经常来不及吃早餐，如何调整前一晚流程？","Semantic router selected DAILY with score 0.73, margin 0.11 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"182","DAILY","general","DAILY","general","0.78","False","True","True","680","帮我设计一份月末个人复盘清单。","Semantic router selected DAILY with score 0.72, margin 0.08 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"183","DAILY","general","MATH","math","0.77","False","True","False","710","一周读完一本三百页的书，每天大约读多少合适？","Semantic router selected MATH with score 0.7, margin 0.09 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"184","DAILY","general","DAILY","general","0.82","False","True","True","616","如何安排健身日和休息日，避免连续过度运动？","Semantic router selected DAILY with score 0.74, margin 0.19 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"185","DAILY","general","DAILY","general","0.81","False","True","True","713","我有半小时空闲但状态不好，可以做什么低负担任务？","Semantic router selected DAILY with score 0.75, margin 0.17 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"186","DAILY","general","DAILY","general","0.8","False","True","True","673","请给我一个旅行回来后整理行李的顺序。","Semantic router selected DAILY with score 0.71, margin 0.15 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"187","DAILY","general","DAILY","general","0.78","False","True","True","712","要同时准备笔试和面试，该如何分配未来七天？","Semantic router selected DAILY with score 0.7, margin 0.13 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"188","DAILY","general","DAILY","general","0.72","False","True","True","714","我想在晚上减少咖啡摄入，有什么替代方案？","Semantic router selected DAILY with score 0.59, margin 0.03 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"189","DAILY","general","DAILY","general","0.77","False","True","True","665","帮我安排一次朋友聚会前的准备工作。","Semantic router selected DAILY with score 0.71, margin 0.05 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"190","DAILY","general","DAILY","general","0.76","False","True","True","636","怎样用日历管理有固定截止日期的事项？","Semantic router selected DAILY with score 0.73, margin 0.02 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"191","DAILY","general","DAILY","general","0.79","False","True","True","640","Plan a balanced Saturday with study, exercise, and rest.","Semantic router selected DAILY with score 0.7, margin 0.14 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"192","DAILY","general","DAILY","general","0.83","False","True","True","811","Give me a short morning routine before an 8 a.m. class.","Semantic router selected DAILY with score 0.78, margin 0.2 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"193","DAILY","general","DAILY","general","0.79","False","True","True","663","I have three assignments due this week. How should I schedule them?","Semantic router selected DAILY with score 0.73, margin 0.11 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"194","DAILY","general","DAILY","general","0.81","False","True","True","658","帮我制定一个 weekend reset routine。","Semantic router selected DAILY with score 0.76, margin 0.14 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"195","DAILY","general","DAILY","general","0.8","False","True","True","711","明天 presentation，今晚如何安排 rehearsal？","Semantic router selected DAILY with score 0.73, margin 0.15 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"196","DAILY","general","DAILY","general","0.77","False","True","True","850","用一句话告诉我今晚先洗衣服还是先复习。","Semantic router selected DAILY with score 0.69, margin 0.1 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"197","DAILY","general","DAILY","general","0.76","False","True","True","744","我只有二十分钟，帮我快速排一下现在要做的三件事。","Semantic router selected DAILY with score 0.7, margin 0.05 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"198","DAILY","general","DAILY","general","0.85","False","True","True","849","今天太累了，把原来的安排调整得宽松一些。","Semantic router selected DAILY with score 0.84, margin 0.19 and confidence 0.85; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"199","DAILY","general","DAILY","general","0.82","False","True","True","755","别讲道理，直接给我一个明早起床后的行动顺序。","Semantic router selected DAILY with score 0.76, margin 0.16 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"200","DAILY","general","DAILY","general","0.77","False","True","True","918","把吃饭、打印材料、去教室这几件事排一下。","Semantic router selected DAILY with score 0.69, margin 0.08 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"201","LITERARY","literary","LITERARY","literary","0.73","False","True","True","732","写一段清晨雾气笼罩河面的场景。","Semantic router selected LITERARY with score 0.6, margin 0.07 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"202","LITERARY","literary","LITERARY","literary","0.74","False","True","True","759","让一句普通的道歉显得真诚但不过分煽情。","Semantic router selected LITERARY with score 0.65, margin 0.05 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"203","LITERARY","literary","LITERARY","literary","0.81","False","True","True","855","为成长主题的短篇故事设计一个象征物。","Semantic router selected LITERARY with score 0.72, margin 0.18 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"204","LITERARY","literary","LITERARY","literary","0.83","False","True","True","1144","用旁观者视角描写一场久别重逢。","Semantic router selected LITERARY with score 0.77, margin 0.22 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
"205","LITERARY","literary","LITERARY","literary","0.79","False","True","True","795","如何通过环境细节表现人物的不安？","Semantic router selected LITERARY with score 0.72, margin 0.14 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","e7a1ba2f-a9a7-4808-acb7-c434175c48d3","False","e83cbef9-5e1c-4a41-9212-490d6bb33a25"
"206","LITERARY","literary","LITERARY","literary","0.77","False","True","True","807","请给“月光照进窗户”提供三种不同情绪的写法。","Semantic router selected LITERARY with score 0.63, margin 0.15 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","74f7d921-bac5-4a14-89f9-eba456b26cc2","False","1fdadcab-ed58-4835-b6d6-2ecc5bab72b0"
"207","LITERARY","literary","LITERARY","literary","0.76","False","True","True","1142","为一个寻找失踪记忆的人物写简介。","Semantic router selected LITERARY with score 0.63, margin 0.13 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","4037e8a3-1dbb-485a-ab7e-94a42a6ae864","False","e675ca91-21d3-495f-8a4c-2cb63921a3e0"
"208","LITERARY","literary","LITERARY","literary","0.73","False","True","True","1173","让这句对白更符合一个骄傲但善良的人物。","Semantic router selected LITERARY with score 0.6, margin 0.06 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","b26a1658-6cd3-460f-92de-d2c0a7ade13a","False","5cd6adba-d81e-4e86-8c6f-a9df729c5d7d"
